content_producer	site_type	gl	hl	term_id	langs	country	term	type	code_lang	collection_date	result_number	link	domain	top_level_domain	coding_completion_date	link_type	link_accessibility	how_recent_is_the_information	what_is_the_author_background	are_there_major_scientific_errors_in_the_link	how_accurate_is_the_scientific_content_presen	are_there_any_scientific_terms_that_lay_peopl	if_you_answered_no_to_the_previous_question_y	jargon_score	is_a_scientific_background_high_school_or_abo	are_the_following_sources_available_in_the_li	x1_none_of_the_below	x2_others	x3_place_to_leave_comments_ask_questions	x4_graphs	x5_relevant_multimedia_e_g_video_animation_et	x6_hyper_links	x7_numerical_data	x8_list_of_sources	x9_citation_or_references_to_relevant_literat	does_the_content_reject_or_reinforce_the_disc	is_malicious_meaning_is_alluded_to_in_the_tex	do_claims_contradict_accepted_scientific_expl	are_specific_groups_in_society_pharma_jews_mu	is_there_reference_to_everyday_life	are_there_local_examples_in_the_content_e_g_r	local_examples_prop	does_the_content_present_advantages_and_disad	langs_country	lang_short	lang_uniq	site_type_fct	content_producer_fct	site_type_collapsed	producer_high_cred	access_multimedia	access_sci	accuracy	cred	cons_n_neg	cons_n_pos	contextual	recency	conspiracy	access	agg_sci_qual	agg_sci_qual_norm
10	5	vn	vi	74-B	Vietnamese	Hanoi,Hanoi,Vietnam	biến đổi khí hậu lừa bịp	Conspiracy Theories	vie	8.8.2022	7	https://vi.wikipedia.org/wiki/Ph%E1%BB%A7_nh%E1%BA%ADn_bi%E1%BA%BFn_%C4%91%E1%BB%95i_kh%C3%AD_h%E1%BA%ADu	vi.wikipedia.org	wikipedia.org	28.8.2022	1	1	4	3	2		1	2	2		4,5,6,7,8,9	0	0	0	1	1	1	1	1	1	3	3	3	3					Vietnamese_Hanoi,Hanoi,Vietnam	vi	vi	Text_and_illustrations		5	TRUE	3	0	1	4	0	4	0	1	4	3	9	3
10	5	vn	vi	79-B	Vietnamese	Hanoi,Hanoi,Vietnam	Trái Đất phẳng	Conspiracy Theories	vie	8.8.2022	1	https://vi.wikipedia.org/wiki/Tr%C3%A1i_%C4%90%E1%BA%A5t_ph%E1%BA%B3ng	vi.wikipedia.org	wikipedia.org	28.8.2022	1	1	4	3	2		1	2	2		5,6,7,8,9	0	0	0	0	1	1	1	1	1	3	3	3	3					Vietnamese_Hanoi,Hanoi,Vietnam	vi	vi	Text_and_illustrations		5	TRUE	2	0	1	4	0	4	0	1	4	2	8	2.83333333333333
10	5	za	af	5	Afrikaans	Cape Town,Western Cape,South Africa	Omgewing	Canonical Scientific Issues	af	27.12.2022	3	https://www.renovablesverdes.com/af/definicion-de-medioambiente/	www.renovablesverdes.com	renovablesverdes.com	4.5.2023	1	1	1	3	2	3	1	1	1	2	3,5,6	0	0	1	0	1	1	0	0	0					2	1	0.5	2	Afrikaans_Cape Town,Western Cape,South Africa	af	af	Text_and_illustrations		5	TRUE	2	1	1	2	0	0	1	0	0	3	7	1.83333333333333
10	5	za	af	73-B	Afrikaans	Cape Town,Western Cape,South Africa	aardverwarming 'n klug	Conspiracy Theories	af	27.12.2022	2	https://af.wikipedia.org/wiki/Aardverwarming	af.wikipedia.org	wikipedia.org	19.2.2023	1	1	4	3	2		1	2	2		4,5,6,7,8,9	0	0	0	1	1	1	1	1	1	3	3	3	3					Afrikaans_Cape Town,Western Cape,South Africa	af	af	Text_and_illustrations		5	TRUE	3	0	1	4	0	4	0	1	4	3	9	3
10	5	za	af	77-B	Afrikaans	Cape Town,Western Cape,South Africa	entstowwe outisme	Conspiracy Theories	af	27.12.2022	1	https://af.wikipedia.org/wiki/Outisme	af.wikipedia.org	wikipedia.org	19.2.2023	1	1	4	3	2		1	2	2		4,5,6,7,8,9	0	0	0	1	1	1	1	1	1	2	3	3	3					Afrikaans_Cape Town,Western Cape,South Africa	af	af	Text_and_illustrations		5	TRUE	3	0	1	4	0	3	0	1	3	3	9	3
10	5	za	af	79-B	Afrikaans	Cape Town,Western Cape,South Africa	plat aarde	Conspiracy Theories	af	27.12.2022	1	https://af.wikipedia.org/wiki/Plat_Aarde	af.wikipedia.org	wikipedia.org	19.2.2023	1	1	4	3	2		1	2	2		5,6,8,9	0	0	0	0	1	1	0	1	1	3	3	3	3					Afrikaans_Cape Town,Western Cape,South Africa	af	af	Text_and_illustrations		5	TRUE	2	0	1	4	0	4	0	1	4	2	8	2.83333333333333
10	5	za	af	79-B	Afrikaans	Cape Town,Western Cape,South Africa	plat aarde	Conspiracy Theories	af	27.12.2022	2	https://af.wikipedia.org/wiki/Spesiaal:MobileLanguages/Plat_Aarde	af.wikipedia.org	wikipedia.org	19.2.2023	1	1	4	3	2		1	2	2		5,6,8,9	0	0	0	0	1	1	0	1	1	3	3	3	3					Afrikaans_Cape Town,Western Cape,South Africa	af	af	Text_and_illustrations		5	TRUE	2	0	1	4	0	4	0	1	4	2	8	2.83333333333333
10	5	za	af	13	Afrikaans	Cape Town,Western Cape,South Africa	Soogdier	Canonical Scientific Issues	af	27.12.2022	3	https://eol.org/pages/1642/articles?locale_code=af	eol.org	eol.org	30.10.2022	1	1	1	3	2	3	1	1	1	1	5,6,7,8	0	0	0		1	1	1	1	0					2	1	0.5	1	Afrikaans_Cape Town,Western Cape,South Africa	af	af	Text_and_illustrations		5	TRUE	2	0	1	3	0	0	1	0	0	2	7	1.91666666666667
10	5	za	af	16	Afrikaans	Cape Town,Western Cape,South Africa	Oplossing	Canonical Scientific Issues	af	27.12.2022	2	https://www.wordhippo.com/what-is/the-meaning-of/afrikaans-word-ec595deede53f8a6e7e8aec051cedb77abcb13ae.html	www.wordhippo.com	wordhippo.com	30.10.2022	1	1	1	3	2	3	2		3	2	2,6	0	1	0	0	0	1	0	0	0					0	0	0	1	Afrikaans_Cape Town,Western Cape,South Africa	af	af	Text_and_illustrations		5	TRUE	1	2	1	2	0	0	0	0	0	3	6	1.5
10	5	za	af	66	Afrikaans	Cape Town,Western Cape,South Africa	Kweekhuisgas	Socio-Scientific Issues	af	27.12.2022	6	https://www.wikiwand.com/af/Kweekhuisgas	www.wikiwand.com	wikiwand.com	4.5.2023	1	1	1	3	2	3	1	2	2	1	5,6,7,8,9	0	0	0	0	1	1	1	1	1					2	1	0.5	1	Afrikaans_Cape Town,Western Cape,South Africa	af	af	Text_and_illustrations		5	TRUE	2	0	1	4	0	0	1	0	0	2	8	2.16666666666667
10	5	za	af	48	Afrikaans	Cape Town,Western Cape,South Africa	proteïenvou	Novel Science and Technology Issues	af	27.12.2022	3	https://af.warbletoncouncil.org/reticulo-endoplasmatico-12907	af.warbletoncouncil.org	warbletoncouncil.org	30.10.2022	1	1	4	3	2	3	1	1	1	1	5,6,8	0	0	0	0	1	1	0	1	0					1	1	0.5	1	Afrikaans_Cape Town,Western Cape,South Africa	af	af	Text_and_illustrations		5	TRUE	2	0	1	3	0	0	0	1	0	2	7	2.58333333333333
10	6	eg	ar	8	Arabic	Cairo,Cairo Governorate,Egypt	تلوث	Canonical Scientific Issues	ar	14.3.2022	11	https://www.eionet.europa.eu/gemet/ar/concept/6227	www.eionet.europa.eu	europa.eu	28.5.23	1	1	1	3	2	3	2		3	2	6						1								0	1	0.5	0	Arabic_Cairo,Cairo Governorate,Egypt	ar	ar	Other		6	TRUE	2	2	1	2	0	0	0	0	0	4	7	1.66666666666667
10	6	eg	ar	29	Arabic	Cairo,Cairo Governorate,Egypt	وزن	Canonical Scientific Issues	ar	14.3.2022	12	https://www.almaany.com/ar/dict/ar-ar/%D9%88%D8%B2%D9%86/	www.almaany.com	almaany.com	28.5.23	1	1	1	3	2	3	2		3	2	6						1								0	0	0	0	Arabic_Cairo,Cairo Governorate,Egypt	ar	ar	Other		6	TRUE	2	2	1	2	0	0	0	0	0	4	7	1.66666666666667
10	6	eg	ar	38	Arabic	Cairo,Cairo Governorate,Egypt	تطور	Canonical Scientific Issues	ar	14.3.2022	3	https://www.almaany.com/ar/dict/ar-ar/%D8%AA%D8%B7%D9%88%D8%B1/	www.almaany.com	almaany.com	28.5.23	1	1	1	3	2	3	2		3	2	6						1								0	0	0	0	Arabic_Cairo,Cairo Governorate,Egypt	ar	ar	Other		6	TRUE	2	2	1	2	0	0	0	0	0	4	7	1.66666666666667
10	6	eg	ar	52	Arabic	Cairo,Cairo Governorate,Egypt	طفرة	Novel Science and Technology Issues	ar	14.3.2022	2	https://www.almaany.com/ar/dict/ar-ar/%D8%B7%D9%81%D8%B1%D8%A9/	www.almaany.com	almaany.com	28.5.23	1	1	1	3	2	3	2		3	2	6						1								0	1	0.5	0	Arabic_Cairo,Cairo Governorate,Egypt	ar	ar	Other		6	TRUE	2	2	1	2	0	0	0	0	0	4	7	1.66666666666667
10	6	us	zh-CN	20	Chinese	Washington,District of Columbia,United States	原子	Canonical Scientific Issues	zh	28.7.2022	12	https://en.wiktionary.org/wiki/原子	en.wiktionary.org	wiktionary.org	10.12.2022	1	1	1	3	0	0	2		3	2	6						1								0	0	0	0	Chinese_Washington,District of Columbia,United States	cn	zh-cn	Other		6	TRUE	2	2	0	2	0	0	0	0	0	4	6	1.16666666666667
11	""	eg	ar	65	Arabic	Cairo,Cairo Governorate,Egypt	تلوث التربة	Socio-Scientific Issues	ar	14.3.2022	11	https://info.wafa.ps/ar_page.aspx?id=2322	info.wafa.ps	wafa.ps	28.5.23	1	4									""																		Arabic_Cairo,Cairo Governorate,Egypt	ar	ar			""	FALSE	0	0	0	0	0	0	0		0	0		
11	""	us	en	13	English	Washington,District of Columbia,United States	Mammal	Canonical Scientific Issues	en	14.3.2022	3	https://bangordailynews.com/2022/03/12/news/the-gulf-of-maine-has-the-most-marine-mammal-diversity-on-the-east-coast-study-finds/	bangordailynews.com	bangordailynews.com	1.4.2023	3	2									""																		English_Washington,District of Columbia,United States	en	en			""	FALSE	0	0	0	0	0	0	1		0	0		
11	""	us	en	28	English	Washington,District of Columbia,United States	Energy	Canonical Scientific Issues	en	14.3.2022	6	https://www.nytimes.com/2022/03/12/opinion/russia-europe-energy-crisis.html	www.nytimes.com	nytimes.com	1.4.2023	2	2									""																		English_Washington,District of Columbia,United States	en	en			""	FALSE	1	0	0	0	0	0	0		0	1		
11	""	za	zu	53	Zulu	Cape Town,Western Cape,South Africa	Ukungondleki	Socio-Scientific Issues	zu	20.2.2023	4	https://glosbe.com/xh/en/Ukungondleki	glosbe.com	glosbe.com	27.4.2023	1	1	4	1	2	3	2		3	2	3.5	0	0	1	0	1	0	0	0	0					2	1	0.5	2	Zulu_Cape Town,Western Cape,South Africa	zu	zu			""	FALSE	1	2	1	0	0	0	1	1	0	3	6	2.33333333333333
11	1	br	pt-BR	58	Portuguese	Brasilia,Federal District,Brazil	energia renovável	Socio-Scientific Issues	pt	4.12.2022	12	https://www.focus.jor.br/coema-aprova-instalacao-da-maior-usina-de-energia-solar-do-mundo-no-ceara/	www.focus.jor.br	focus.jor.br	24.2.2023	3	1	4	2	2	3	2		3	2	5.7	0	0	0	0	1	0	1	0	0					2	1	0.5	1	Portuguese_Brasilia,Federal District,Brazil	pt	pt-br	Text		5	FALSE	1	2	1	0	0	0	2	1	0	3	7	2.66666666666667
11	1	br	pt-BR	68	Portuguese	Brasilia,Federal District,Brazil	infecção	Socio-Scientific Issues	pt	4.12.2022	8	https://www.opovo.com.br/noticias/mundo/2022/12/03/pele-segue-estavel-com-boa-resposta-a-tratamento-de-infeccao-respiratoria.html	www.opovo.com.br	opovo.com.br	24.2.2023	3	1	4	2	2	3	2		3	2	1	1	0	0	0	0	0	0	0	0					1	2	1	0	Portuguese_Brasilia,Federal District,Brazil	pt	pt-br	Text		5	FALSE	0	2	1	0	0	0	2	1	0	2	6	2.5
11	1	br	pt-BR	73-B	Portuguese	Brasilia,Federal District,Brazil	fraude do aquecimento global	Conspiracy Theories	pt	4.12.2022	8	https://br.noticias.yahoo.com/evg-fin-o-aquecimento-global-e-uma-farsa-144054201.html?guccounter=1	br.noticias.yahoo.com	yahoo.com	27.12.2022	1	1	4	1	2		2		3		6	0	0	0	0	0	1	0	0	0	3	3	3	3					Portuguese_Brasilia,Federal District,Brazil	pt	pt-br	Text		5	FALSE	1	1	1	0	0	4	0	1	4	2	4	1.83333333333333
11	1	br	pt-BR	74-B	Portuguese	Brasilia,Federal District,Brazil	fraude da mudança climática	Conspiracy Theories	pt	4.12.2022	9	https://gizmodo.uol.com.br/a-mudanca-climatica-nao-e-uma-farsa-google-e-youtube-deixam-de-monetizar-quem-for-negacionaista/	gizmodo.uol.com.br	uol.com.br	27.12.2022	1	1	4	2	2		2		3		6	0	0	0	0	0	1	0	0	0	3	3	3	3					Portuguese_Brasilia,Federal District,Brazil	pt	pt-br	Text		5	FALSE	1	1	1	0	0	4	0	1	4	2	4	1.83333333333333
11	1	br	pt-BR	77-B	Portuguese	Brasilia,Federal District,Brazil	vacinas causam autismo	Conspiracy Theories	pt	4.12.2022	3	https://www.uol.com.br/vivabem/noticias/redacao/2021/07/30/vacinas-nao-causam-autismo-nem-doencas-conheca-mitos-sobre-imunizacao.htm	www.uol.com.br	uol.com.br	27.12.2022	1	1	4	2	2		2		3		5,6.8	0	0	0	0	1	1	0	1	0	3	3	3	3					Portuguese_Brasilia,Federal District,Brazil	pt	pt-br	Text		5	FALSE	2	1	1	1	0	4	0	1	4	3	6	2.25
11	1	br	pt-BR	77-B	Portuguese	Brasilia,Federal District,Brazil	vacinas causam autismo	Conspiracy Theories	pt	4.12.2022	4	https://genialcare.com.br/blog/vacinas-causam-autismo/	genialcare.com.br	genialcare.com.br	27.12.2022	1	1	4	2	2		2		3		5.6	0	0	0	0	1	1	0	0	0	3	3	3	3					Portuguese_Brasilia,Federal District,Brazil	pt	pt-br	Text		5	FALSE	2	1	1	0	0	4	0	1	4	3	5	2
11	1	br	pt-BR	79-B	Portuguese	Brasilia,Federal District,Brazil	terra plana	Conspiracy Theories	pt	4.12.2022	5	https://www.terra.com.br/byte/ciencia/o-que-e-o-terraplanismo,977b20965968aa970c8f745951e76f983fslvt28.html	www.terra.com.br	terra.com.br	27.12.2022	1	1	4	2	1		2		3		3.7	0	0	1	0	0	0	1	0	0	2	1	1	1					Portuguese_Brasilia,Federal District,Brazil	pt	pt-br	Text		5	FALSE	0	1	0	0	3	0	0	1	-3	1	2	1.16666666666667
11	1	br	pt-BR	28	Portuguese	Brasilia,Federal District,Brazil	energia	Canonical Scientific Issues	pt	4.12.2022	4	https://www.opovo.com.br/noticias/mundo/2022/12/03/autoridades-ucranianas-pedem-a-populacao-que-resista-a-cortes-de-energia.html	www.opovo.com.br	opovo.com.br	24.2.2023	3	1	4	2	2	3	2		3	2	1	1	0	0	0	0	0	0	0	0					2	1	0.5	2	Portuguese_Brasilia,Federal District,Brazil	pt	pt-br	Text		5	FALSE	0	2	1	0	0	0	2	1	0	2	6	2.5
11	1	cg	fr	58	French	Kinshasa,Democratic Republic of the Congo	Énergie renouvelable	Socio-Scientific Issues	fr	4.12.2022	3	https://youmatter.world/fr/definition/energies-renouvelables-definition/	youmatter.world	youmatter.world	16.5.2023	1	1	4	1	2	3	2		3	1	6,7	0	0	0	0	0	1	1	0	0					1	2	1	2	French_Kinshasa,Democratic Republic of the Congo	fr	fr-cg	Text		5	FALSE	1	1	1	0	0	0	1	1	0	2	5	2.16666666666667
11	1	cg	fr	71	French	Kinshasa,Democratic Republic of the Congo	Sécheresse	Socio-Scientific Issues	fr	4.12.2022	2	https://www.liberation.fr/environnement/climat/arretes-secheresse-une-vingtaine-de-departements-concernes-en-decembre-et-au-dela-20221202_SG7KQ6ARZFGP7ECHIVSMYDKSWM/	www.liberation.fr	liberation.fr	16.5.2023	3	1	4	2	2	3	2		3	2	5,6	0	0	0	0	1	1	0	0	0					1	2	1	2	French_Kinshasa,Democratic Republic of the Congo	fr	fr-cg	Text		5	FALSE	2	2	1	0	0	0	2	1	0	4	8	2.83333333333333
11	1	cg	fr	71	French	Kinshasa,Democratic Republic of the Congo	Sécheresse	Socio-Scientific Issues	fr	4.12.2022	4	https://www.lepoint.fr/environnement/secheresse-dans-le-var-des-villages-encore-rationnes-en-eau-02-12-2022-2500154_1927.php	www.lepoint.fr	lepoint.fr	16.5.2023	3	1	4	2	2	3	2		3	2	5,6,7	0	0	0	0	1	1	1	0	0					2	2	1	2	French_Kinshasa,Democratic Republic of the Congo	fr	fr-cg	Text		5	FALSE	2	2	1	0	0	0	3	1	0	4	9	3.16666666666667
11	1	cg	fr	49	French	Kinshasa,Democratic Republic of the Congo	trou noir	Novel Science and Technology Issues	fr	22.12.2022	4	https://www.ledevoir.com/societe/science/772930/un-trou-noir-tres-lointain-surpris-en-plein-souper	www.ledevoir.com	ledevoir.com	13.4.2023	3	1	4	2	2	3	1	2	2	1	5	0	0	0	0	1	0	0	0	0					1	2	1	1	French_Kinshasa,Democratic Republic of the Congo	fr	fr-cg	Text		5	FALSE	1	0	1	0	0	0	2	1	0	1	5	2.33333333333333
11	1	de	de	68	German	Berlin,Berlin,Germany	Infektion	Socio-Scientific Issues	de	18.8.2022	4	https://www.welt.de/politik/ausland/article241133991/Erste-Infektion-gemeldet-Vermeidet-Hautkontakt-mit-Auslaendern-China-warnt-vor-Affenpocken.html	www.welt.de	welt.de	28.11.2022	3	1	4	1	2	3	2		3	2	3,5,6	0	0	1	0	1	1	0	0	0					1	1	0.5	1	German_Berlin,Berlin,Germany	de	de	Text		5	FALSE	2	2	1	0	0	0	1	1	0	4	7	2.5
11	1	de	de	68	German	Berlin,Berlin,Germany	Infektion	Socio-Scientific Issues	de	4.12.2022	7	https://www.spiegel.de/wissenschaft/medizin/affenpocken-corona-und-hiv-mann-nach-reise-gleichzeitig-positiv-auf-drei-viren-getestet-a-f36e66a7-2b83-4902-b160-061b2f311c7b	www.spiegel.de	spiegel.de	28.11.2022	3	1	4	1	2	3	2		3	2	3,6,7,9	0	0	1	0	0	1	1	0	1					1	2	1	1	German_Berlin,Berlin,Germany	de	de	Text		5	FALSE	1	2	1	1	0	0	2	1	0	3	8	2.91666666666667
11	1	de	de	73-B	German	Berlin,Berlin,Germany	Erderwärmung ist eine Lüge	Conspiracy Theories	de	18.8.2022	11	https://www.brigitte.de/aktuell/gesellschaft/klimawandel--alles-nur-eine-luege--die-bittere-wahrheit---11643964.html	www.brigitte.de	brigitte.de	23.9.2022	1	1	4	2	2		2		3		6, 7, 2009	0	0	0	0	0	1	1	0	1	3	3	3	3					German_Berlin,Berlin,Germany	de	de	Text		5	FALSE	1	1	1	1	0	4	0	1	4	2	5	2.08333333333333
11	1	de	de	77-B	German	Berlin,Berlin,Germany	Impfungen verursachen Autismus	Conspiracy Theories	de	18.8.2022	8	https://www.profil.at/wissenschaft/mister-fakefield-impfungen-und-autismus/400944281	www.profil.at	profil.at	23.9.2022	1	1	4	2	2		2		3		1	1	0	0	0	0	0	0	0	0	3	3	3	3					German_Berlin,Berlin,Germany	de	de	Text		5	FALSE	0	1	1	0	0	4	0	1	4	1	3	1.66666666666667
11	1	de	de	77-B	German	Berlin,Berlin,Germany	Impfungen verursachen Autismus	Conspiracy Theories	de	18.8.2022	10	https://www.merkur.de/leben/gesundheit/autismus-durch-impfungen-studie-klaert-endlich-was-entwicklungsstoerung-fuehrt-zr-12908949.html	www.merkur.de	merkur.de	23.9.2022	1	1	4	1	2		2		3		6, 7, 2009	0	0	0	0	0	1	1	0	1	3	3	3	3					German_Berlin,Berlin,Germany	de	de	Text		5	FALSE	1	1	1	1	0	4	0	1	4	2	5	2.08333333333333
11	1	de	de	49	German	Berlin,Berlin,Germany	schwarze Löcher	Novel Science and Technology Issues	de	18.8.2022	6	https://www.quarks.de/weltall/schwarze-loecher-das-wissen-wir/	www.quarks.de	quarks.de	28.11.2022	1	1	4	2	2	3	1	1	1	2	3,6,7,8	0	0	1	0	0	1	1	1	0					1	1	0.5	1	German_Berlin,Berlin,Germany	de	de	Text		5	FALSE	1	1	1	1	0	0	0	1	0	2	5	2.08333333333333
11	1	de	de	38	German	Berlin,Berlin,Germany	Evolution	Canonical Scientific Issues	de	4.12.2022	6	https://www.spektrum.de/news/palaeontologie-evolution-der-voegel-muss-umgeschrieben-werden/2083359	www.spektrum.de	spektrum.de	30.3.2023	3	1	4	3	2	3	1	2	2	1	3,6,7,9	0	0	1	0	0	1	1	0	1					1	1	0.5	1	German_Berlin,Berlin,Germany	de	de	Text		5	FALSE	1	0	1	2	0	0	1	1	0	1	6	2.5
11	1	eg	ar	73-B	Arabic	Cairo,Cairo Governorate,Egypt	الاحتباس الحراري خدعة	Conspiracy Theories	ar	28.6.2022	2	https://daralmaref.com/News/730279.aspx	daralmaref.com	daralmaref.com	30.10.2022	1	1	4	2	2		2		3		3,6	0	0	1	0	0	1	0	0	0	1	1	3	1					Arabic_Cairo,Cairo Governorate,Egypt	ar	ar	Text		5	FALSE	1	1	1	0	3	1	0	1	-3	2	4	1.83333333333333
11	1	eg	ar	73-B	Arabic	Cairo,Cairo Governorate,Egypt	الاحتباس الحراري خدعة	Conspiracy Theories	ar	28.6.2022	3	https://www.al-ayyam.ps/ar_page.php?id=121528e0y303376608Y121528e0	www.al-ayyam.ps	al-ayyam.ps	30.10.2022	1	1	4	2	2		2		3		6	0	0	0	0	0	1	0	0	0	3	2	1	3					Arabic_Cairo,Cairo Governorate,Egypt	ar	ar	Text		5	FALSE	1	1	1	0	1	2	0	1	-1	2	4	1.83333333333333
11	1	eg	ar	73-B	Arabic	Cairo,Cairo Governorate,Egypt	الاحتباس الحراري خدعة	Conspiracy Theories	ar	28.6.2022	5	https://e3arabi.com/%D8%A7%D9%84%D9%87%D9%86%D8%AF%D8%B3%D8%A9/%D8%A7%D9%84%D8%A7%D8%AD%D8%AA%D8%A8%D8%A7%D8%B3-%D8%A7%D9%84%D8%AD%D8%B1%D8%A7%D8%B1%D9%8A-%D8%AD%D9%82%D9%8A%D9%82%D9%8A-%D8%A3%D9%85-%D8%AE%D8%AF%D8%B9%D8%A9/	e3arabi.com	e3arabi.com	30.10.2022	1	1	4	2	2		2		3		6&7&8	0	0	0	0	0	1	1	1	0	2	2	1	3					Arabic_Cairo,Cairo Governorate,Egypt	ar	ar	Text		5	FALSE	1	1	1	1	1	1	0	1	-1	2	5	2.08333333333333
11	1	eg	ar	73-B	Arabic	Cairo,Cairo Governorate,Egypt	الاحتباس الحراري خدعة	Conspiracy Theories	ar	28.6.2022	9	https://alumniyat.net/2021/12/15/%D8%A7%D9%84%D8%A5%D8%AD%D8%AA%D8%A8%D8%A7%D8%B3-%D8%A7%D9%84%D8%AD%D8%B1%D8%A7%D8%B1%D9%8A/	alumniyat.net	alumniyat.net	30.10.2022	1	1	4	1	1		2		3		3&6&7&9	0	0	1	0	0	1	1	0	1	1	1	1	1					Arabic_Cairo,Cairo Governorate,Egypt	ar	ar	Text		5	FALSE	1	1	0	1	4	0	0	1	-4	2	4	1.58333333333333
11	1	eg	ar	73-B	Arabic	Cairo,Cairo Governorate,Egypt	الاحتباس الحراري خدعة	Conspiracy Theories	ar	28.6.2022	10	https://www.ahewar.org/debat/show.art.asp?aid=560647	www.ahewar.org	ahewar.org	30.10.2022	1	1	1	3	2		2		3		3&6&7	0	0	1	0	0	1	1	0	0	2	3	2	2					Arabic_Cairo,Cairo Governorate,Egypt	ar	ar	Text		5	FALSE	1	1	1	1	0	1	0	0	1	2	4	1.08333333333333
11	1	eg	ar	74-B	Arabic	Cairo,Cairo Governorate,Egypt	تغير المناخ خدعة	Conspiracy Theories	ar	28.6.2022	4	https://www.agri2day.com/2018/08/09/%D8%AF%D9%83%D8%AA%D9%88%D8%B1-%D8%A7%D8%A8%D8%B1%D8%A7%D9%87%D9%8A%D9%85-%D8%BA%D8%A7%D9%86%D9%85-%D9%8A%D9%83%D8%AA%D8%A8-%D8%A7%D9%84%D8%AA%D8%BA%D9%8A%D8%B1%D8%A7%D8%AA-%D8%A7%D9%84%D9%85/	www.agri2day.com	agri2day.com	30.10.2022	1	1	4	2	2		2		3		3&6	0	0	1	0	0	1	0	0	0	1	1	1	1					Arabic_Cairo,Cairo Governorate,Egypt	ar	ar	Text		5	FALSE	1	1	1	0	4	0	0	1	-4	2	4	1.83333333333333
11	1	eg	ar	77-B	Arabic	Cairo,Cairo Governorate,Egypt	اللقاحات تسبب التوحد	Conspiracy Theories	ar	28.6.2022	4	https://www.aljazeera.net/news/healthmedicine/2018/12/26/%D8%A7%D9%84%D9%84%D9%82%D8%A7%D8%AD%D8%A7%D8%AA-%D8%A7%D9%84%D8%AA%D9%88%D8%AD%D8%AF-%D8%B3%D8%AA%D9%8A%D9%81%D9%86-%D9%83%D8%A7%D9%85%D8%A7%D8%B1%D8%A7%D8%AA%D8%A7-%D9%85%D8%A7%D8%B1%D9%83	www.aljazeera.net	aljazeera.net	30.10.2022	1	1	4	1	2		2		3		6&7&9	0	0	0	0	0	1	1	0	1	3	3	3	3					Arabic_Cairo,Cairo Governorate,Egypt	ar	ar	Text		5	FALSE	1	1	1	1	0	4	0	1	4	2	5	2.08333333333333
11	1	eg	ar	77-B	Arabic	Cairo,Cairo Governorate,Egypt	اللقاحات تسبب التوحد	Conspiracy Theories	ar	28.6.2022	7	https://www.independentarabia.com/node/41596/%D8%A2%D8%B1%D8%A7%D8%A1/%D9%87%D9%84-%D8%AA%D8%B3%D8%A8%D8%A8-%D8%A7%D9%84%D9%84%D9%82%D8%A7%D8%AD%D8%A7%D8%AA-%D9%85%D8%B1%D8%B6-%D8%A7%D9%84%D8%AA%D9%88%D8%AD%D8%AF%D8%9F	www.independentarabia.com	independentarabia.com	30.10.2022	1	1	4	3	2		2		3		6&7	0	0	0	0	0	1	1	0	0	3	3	3	3					Arabic_Cairo,Cairo Governorate,Egypt	ar	ar	Text		5	FALSE	1	1	1	1	0	4	0	1	4	2	5	2.08333333333333
11	1	eg	ar	20	Arabic	Cairo,Cairo Governorate,Egypt	ذرة	Canonical Scientific Issues	ar	14.3.2022	12	https://www.dw.com/ar/%D8%A7%D9%84%D8%B0%D8%B1%D8%A9-%D9%88%D9%81%D9%88%D8%A7%D8%A6%D8%AF%D9%87%D8%A7-%D8%A7%D9%84%D8%B9%D8%AC%D9%8A%D8%A8%D8%A9-%D8%B9%D9%84%D9%89-%D8%B5%D8%AD%D8%A9-%D8%A7%D9%84%D8%A5%D9%86%D8%B3%D8%A7%D9%86/a-18746465	www.dw.com	dw.com	28.5.23	1	1	3	1	2	3	2		3	2	3&6&7			1			1	1							1	0	0	1	Arabic_Cairo,Cairo Governorate,Egypt	ar	ar	Text		5	FALSE	1	2	1	0	0	0	0	0	0	3	4	1
11	1	eg	ar	28	Arabic	Cairo,Cairo Governorate,Egypt	طاقة	Canonical Scientific Issues	ar	14.3.2022	3	https://www.alarabiya.net/aswaq/special-stories/2022/03/13/%D9%81%D9%8A%D8%AA%D8%B4-%D8%BA%D8%A7%D8%B2%D8%A8%D8%B1%D9%88%D9%85-%D9%88%D8%B4%D8%B1%D9%83%D8%A7%D8%AA-%D8%B7%D8%A7%D9%82%D8%A9-%D8%B1%D9%88%D8%B3%D9%8A%D8%A9-%D9%82%D8%AF-%D8%AA%D8%AA%D8%AE%D9%84%D9%81-%D8%B9%D9%86-%D8%B3%D8%AF%D8%A7%D8%AF-%D8%AF%D9%8A%D9%88%D9%86%D9%87%D8%A7	www.alarabiya.net	alarabiya.net	28.5.23	3	1	4	1	0	0	0		0	2	3&6			1			1								0	0	0	0	Arabic_Cairo,Cairo Governorate,Egypt	ar	ar	Text		5	FALSE	1	1	0	0	0	0	1	1	0	2	4	1.66666666666667
