content_producer	site_type	gl	hl	term_id	langs	country	term	type	code_lang	collection_date	result_number	link	domain	top_level_domain	coding_completion_date	link_type	link_accessibility	how_recent_is_the_information	what_is_the_author_background	are_there_major_scientific_errors_in_the_link	how_accurate_is_the_scientific_content_presen	are_there_any_scientific_terms_that_lay_peopl	if_you_answered_no_to_the_previous_question_y	jargon_score	is_a_scientific_background_high_school_or_abo	are_the_following_sources_available_in_the_li	x1_none_of_the_below	x2_others	x3_place_to_leave_comments_ask_questions	x4_graphs	x5_relevant_multimedia_e_g_video_animation_et	x6_hyper_links	x7_numerical_data	x8_list_of_sources	x9_citation_or_references_to_relevant_literat	does_the_content_reject_or_reinforce_the_disc	is_malicious_meaning_is_alluded_to_in_the_tex	do_claims_contradict_accepted_scientific_expl	are_specific_groups_in_society_pharma_jews_mu	is_there_reference_to_everyday_life	are_there_local_examples_in_the_content_e_g_r	local_examples_prop	does_the_content_present_advantages_and_disad	langs_country	lang_short	lang_uniq	site_type_fct	content_producer_fct	site_type_collapsed	producer_high_cred	access_multimedia	access_sci	accuracy	cred	cons_n_neg	cons_n_pos	contextual	recency	conspiracy	access	agg_sci_qual	agg_sci_qual_norm
1	1	it	it	54	Italian	Rome,Lazio,Italy	Sicurezza alimentare	Socio-Scientific Issues	it	4.12.2022	2	https://www.epicentro.iss.it/alimentazione/sicurezza	www.epicentro.iss.it	iss.it	12.2.2023	1	1	1	1	2	3	2		3	2	6,8,9	0	0	0	0	0	1	0	1	1					2	2	1	2	Italian_Rome,Lazio,Italy	it	it	Text		5	TRUE	1	2	1	3	0	0	2	0	0	3	9	2.41666666666667
1	1	it	it	65	Italian	Rome,Lazio,Italy	Contaminazione del suolo	Socio-Scientific Issues	it	4.12.2022	3	https://www.arpa.piemonte.it/approfondimenti/temi-ambientali/suolo/suolo_monitoraggio_controllo	www.arpa.piemonte.it	arpa.piemonte.it	12.2.2023	1	1	1	1	2	3	2		3	2	1	1	0	0	0	0	0	0	0	0					2	2	1	2	Italian_Rome,Lazio,Italy	it	it	Text		5	TRUE	0	2	1	1	0	0	2	0	0	2	6	1.75
1	1	it	it	65	Italian	Rome,Lazio,Italy	Contaminazione del suolo	Socio-Scientific Issues	it	4.12.2022	1	https://www.eea.europa.eu/it/segnali/segnali-2019/articoli/intervista-2013-la-contaminazione-del	www.eea.europa.eu	europa.eu	12.2.2023	1	1	4	3	2	3	2		3	2	6	0	0	0	0	0	1	0	0	0					2	1	0.5	2	Italian_Rome,Lazio,Italy	it	it	Text		5	TRUE	1	2	1	2	0	0	1	1	0	3	8	2.83333333333333
1	1	it	it	39	Italian	Rome,Lazio,Italy	PCR	Novel Science and Technology Issues	it	4.12.2022	1	https://www.issalute.it/index.php/la-salute-dalla-a-alla-z-menu/p/pcr-proteina-c-reattiva-analisi-cliniche	www.issalute.it	issalute.it	12.2.2023	1	1	4	1	2	3	1	1	1	1	6	0	0	0	0	0	1	0	0	0					2	1	0.5	2	Italian_Rome,Lazio,Italy	it	it	Text		5	TRUE	1	0	1	1	0	0	1	1	0	1	5	2.25
1	1	jp	ja	8	Japanese	Tokyo,Tokyo,Japan	汚染	Canonical Scientific Issues	vi	28.7.2022	9	https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/topics/bukyoku/kenkou/suido/kikikanri/03.html	www.mhlw.go.jp	mhlw.go.jp	19.12.2022	1	1	4	1	2	3	1	1	1	2	1	1													1	1	0.5	1	Japanese_Tokyo,Tokyo,Japan	ja	ja	Text		5	TRUE	0	1	1	1	0	0	0	1	0	1	4	1.91666666666667
1	1	jp	ja	12	Japanese	Tokyo,Tokyo,Japan	菌類	Canonical Scientific Issues	vi	28.7.2022	1	https://www.pref.kyoto.jp/kankyo/mokuroku/bio/fungi_g.html	www.pref.kyoto.jp	pref.kyoto.jp	19.12.2022	1	1	3	2	2	3	1	2	2	2	9									1					1	2	1	1	Japanese_Tokyo,Tokyo,Japan	ja	ja	Text		5	TRUE	0	1	1	2	0	0	1	0	0	1	5	1.5
1	1	jp	ja	28	Japanese	Tokyo,Tokyo,Japan	エネルギー	Canonical Scientific Issues	vi	28.7.2022	3	https://www.enecho.meti.go.jp/about/whitepaper/	www.enecho.meti.go.jp	meti.go.jp	19.12.2022	1	1	4	1	2	3	2		3	2	6						1								1	1	0.5	1	Japanese_Tokyo,Tokyo,Japan	ja	ja	Text		5	TRUE	1	2	1	1	0	0	0	1	0	3	6	2.25
1	1	jp	ja	29	Japanese	Tokyo,Tokyo,Japan	重さ	Canonical Scientific Issues	vi	28.7.2022	2	https://fanfun.jaxa.jp/faq/detail/98.html	fanfun.jaxa.jp	jaxa.jp	19.12.2022	1	1	1	1	2	3	2		3	2	6,7						1	1							1	1	0.5	1	Japanese_Tokyo,Tokyo,Japan	ja	ja	Text		5	TRUE	1	2	1	1	0	0	0	0	0	3	5	1.25
1	1	jp	ja	42	Japanese	Tokyo,Tokyo,Japan	mRNA	Novel Science and Technology Issues	vi	28.7.2022	1	https://www.cdc.gov/coronavirus/2019-ncov/vaccines/different-vaccines/mrna.html	www.cdc.gov	cdc.gov	19.12.2022	1	1	4	1	2	3	1	2	2	2	6						1								1	1	0.5	1	Japanese_Tokyo,Tokyo,Japan	ja	ja	Text		5	TRUE	1	1	1	1	0	0	0	1	0	2	5	2.08333333333333
1	1	jp	ja	46	Japanese	Tokyo,Tokyo,Japan	CRISPR	Novel Science and Technology Issues	vi	28.7.2022	2	https://medlineplus.gov/genetics/understanding/genomicresearch/genomeediting/	medlineplus.gov	medlineplus.gov	19.12.2022	1	1	1	1	2	3	2		3	1	6, 9						1			1					1	1	0.5	2	Japanese_Tokyo,Tokyo,Japan	ja	ja	Text		5	TRUE	1	1	1	2	0	0	0	0	0	2	5	1.33333333333333
1	1	jp	ja	65	Japanese	Tokyo,Tokyo,Japan	土壌汚染	Socio-Scientific Issues	vi	28.7.2022	1	https://www.env.go.jp/water/dojo/law.html	www.env.go.jp	env.go.jp	19.12.2022	1	1	1	1	2	3	2		3	2	6,8,9						1		1	1					1	1	0.5	2	Japanese_Tokyo,Tokyo,Japan	ja	ja	Text		5	TRUE	1	2	1	3	0	0	0	0	0	3	7	1.75
1	1	ke	sw	5	Swahili	Nairobi,Nairobi County,Kenya	Mazingira	Canonical Scientific Issues	sw	4.12.2022	8	https://mfa.go.ke/mazingira/	mfa.go.ke	mfa.go.ke	12.7.2023	1	1	4	3	2	3	2		3	2	3,6,7	0	0	1	0	0	1	1	0	0					2	2	1	2	Swahili_Nairobi,Nairobi County,Kenya	sw	sw-ke	Text		5	TRUE	1	2	1	2	0	0	2	1	0	3	9	3.16666666666667
1	1	ke	sw	42	Swahili	Nairobi,Nairobi County,Kenya	mRNA	Novel Science and Technology Issues	sw	4.12.2022	12	https://www.cancer.gov/publications/dictionaries/cancer-terms/def/mrna	www.cancer.gov	cancer.gov	12.7.2023	1	1	1	3	2	3	2		3	2	3,6	0	0	1	0	0	1	0	0	0					2	1	0.5	2	Swahili_Nairobi,Nairobi County,Kenya	sw	sw-ke	Text		5	TRUE	1	2	1	2	0	0	1	0	0	3	7	1.83333333333333
1	1	ke	sw	46	Swahili	Nairobi,Nairobi County,Kenya	CRISPR	Novel Science and Technology Issues	sw	4.12.2022	3	https://medlineplus.gov/genetics/understanding/genomicresearch/genomeediting/	medlineplus.gov	medlineplus.gov	12.7.2023	1	1	4	3	2	3	2		3	2	3,6,7	0	0	1	0	0	1	1	0	0					2	1	0.5	2	Swahili_Nairobi,Nairobi County,Kenya	sw	sw-ke	Text		5	TRUE	1	2	1	2	0	0	1	1	0	3	8	2.83333333333333
1	1	ke	sw	77-B	Swahili	Nairobi,Nairobi County,Kenya	Chanjo za tawahudi	Conspiracy Theories	sw	4.12.2022	3	https://coronavirus.ohio.gov/static/vaccine/covid-19-vaccine-myth-vs-facts-sw.pdf	coronavirus.ohio.gov	ohio.gov	20.2.2023	1	1	4	3	2		2		3		679	0	0	0	0	0	1	1	0	1	3	3	3	3					Swahili_Nairobi,Nairobi County,Kenya	sw	sw-ke	Text		5	TRUE	1	1	1	3	0	4	0	1	4	2	7	2.58333333333333
1	1	ke	sw	77-B	Swahili	Nairobi,Nairobi County,Kenya	Chanjo za tawahudi	Conspiracy Theories	sw	4.12.2022	9	https://www.cdc.gov/vaccinesafety/concerns/autism.html	www.cdc.gov	cdc.gov	20.2.2023	1	1	4	3	2		2		3		3689	0	0	1	0	0	1	0	1	1	3	3	3	3					Swahili_Nairobi,Nairobi County,Kenya	sw	sw-ke	Text		5	TRUE	1	1	1	4	0	4	0	1	4	2	8	2.83333333333333
1	1	kr	ko	6	Korean	Seoul,South Korea	생태계	Canonical Scientific Issues	ko	8.8.2022	3	https://www.me.go.kr/gg/web/index.do?menuId=2271	www.me.go.kr	me.go.kr	11.1.2023	1	1	1	1	2	3	2		3	2	7							1							2	1	0.5	2	Korean_Seoul,South Korea	ko	ko	Text		5	TRUE	0	2	1	1	0	0	1	0	0	2	5	1.41666666666667
1	1	kr	ko	8	Korean	Seoul,South Korea	공해	Canonical Scientific Issues	ko	8.8.2022	8	https://www.law.go.kr/법령/공해방지법/(01436,19631105)	www.law.go.kr	law.go.kr	11.1.2023	2	1	2	1	2	3	1	2	2	2	1	1													1	1	0.5	1	Korean_Seoul,South Korea	ko	ko	Text		5	TRUE	1	1	1	1	0	0	0	0	0	2	4	1.08333333333333
1	1	kr	ko	43	Korean	Seoul,South Korea	게놈	Novel Science and Technology Issues	ko	8.8.2022	2	https://www.cdc.gov/coronavirus/2019-ncov/communication/index-kr.html	www.cdc.gov	cdc.gov	11.1.2023	1	1	4	1	2	3	2		3	2	6						1								1	1	0.5	1	Korean_Seoul,South Korea	ko	ko	Text		5	TRUE	1	2	1	1	0	0	0	1	0	3	6	2.25
1	1	kr	ko	54	Korean	Seoul,South Korea	식량안전보장	Socio-Scientific Issues	ko	8.8.2022	10	https://www.nongsaro.go.kr/portal/ps/psz/psza/contentSub.ps;jsessionid=jGN7GvjcHPlF91Op4O4cDwFW5AQZ7lqa0fa7i5FnZ6a1MG6PMKA6R4Vsv6vtQ39A.nongsaro-web_servlet_engine1?menuId=PS00098&pageIndex=1&pageSize=10&sYear=&sNationCode=&valAll=all&cntntsNo=22804&sKidofcomdtySeCode=RE&sType=sCntntsSj&sText=	www.nongsaro.go.kr	nongsaro.go.kr	11.1.2023	1	1	2	3	2	3	1	1	1	1	8								1						1	2	1	2	Korean_Seoul,South Korea	ko	ko	Text		5	TRUE	0	0	1	3	0	0	1	0	0	0	5	1.58333333333333
1	1	kr	ko	56	Korean	Seoul,South Korea	칼로리	Socio-Scientific Issues	ko	8.8.2022	7	http://www.foodsafetykorea.go.kr/portal/healthyfoodlife/calorieDic.do?menu_no=3072&menu_grp=MENU_NEW03	www.foodsafetykorea.go.kr	foodsafetykorea.go.kr	11.1.2023	1	1	1	1	2	3	2		3	2	6,7						1	1							1	1	0.5	1	Korean_Seoul,South Korea	ko	ko	Text		5	TRUE	1	2	1	1	0	0	0	0	0	3	5	1.25
1	1	kr	ko	59	Korean	Seoul,South Korea	기후 변화	Socio-Scientific Issues	ko	8.8.2022	3	https://www.gihoo.or.kr/portal/kr/change/climateChange.do	www.gihoo.or.kr	gihoo.or.kr	11.1.2023	1	1	1	1	2	3	1	2	2	2	1	1													2	1	0.5	2	Korean_Seoul,South Korea	ko	ko	Text		5	TRUE	0	1	1	1	0	0	1	0	0	1	4	1.25
1	1	kr	ko	65	Korean	Seoul,South Korea	토양 오염	Socio-Scientific Issues	ko	8.8.2022	10	https://www.cheonan.go.kr/cetis/sub03_03_01.do	www.cheonan.go.kr	cheonan.go.kr	11.1.2023	1	1	1	2	2	3	2		3	2	7							1							1	1	0.5	2	Korean_Seoul,South Korea	ko	ko	Text		5	TRUE	0	2	1	1	0	0	0	0	0	2	4	1.08333333333333
1	1	kr	ko	66	Korean	Seoul,South Korea	온실가스	Socio-Scientific Issues	ko	8.8.2022	1	https://www.index.go.kr/unify/idx-info.do?idxCd=4288	www.index.go.kr	index.go.kr	11.1.2023	1	1	4	1	2	3	1	2	2	2	6,4				1		1								2	1	0.5	2	Korean_Seoul,South Korea	ko	ko	Text		5	TRUE	2	1	1	1	0	0	1	1	0	3	7	2.58333333333333
1	1	kr	ko	68	Korean	Seoul,South Korea	감염	Socio-Scientific Issues	ko	8.8.2022	1	https://www.cdc.gov/coronavirus/2019-ncov/communication/index-kr.html	www.cdc.gov	cdc.gov	11.1.2023	1	1	4	1	2	3	2		3	2	6						1								1	1	0.5	1	Korean_Seoul,South Korea	ko	ko	Text		5	TRUE	1	2	1	1	0	0	0	1	0	3	6	2.25
1	1	kr	ko	68	Korean	Seoul,South Korea	감염	Socio-Scientific Issues	ko	8.8.2022	7	https://ncv.kdca.go.kr/menu.es?mid=a30400000000	ncv.kdca.go.kr	kdca.go.kr	11.1.2023	1	1	4	1	2	3	2		3	2	6						1								1	1	0.5	1	Korean_Seoul,South Korea	ko	ko	Text		5	TRUE	1	2	1	1	0	0	0	1	0	3	6	2.25
1	1	kr	ko	68	Korean	Seoul,South Korea	감염	Socio-Scientific Issues	ko	8.8.2022	11	http://www.wcb.ny.gov/content/main/TheBoard/TranslatedPubs/covid-19-workers-compensation-q-a-june-2020_korean.pdf	www.wcb.ny.gov	ny.gov	11.1.2023	1	1	4	1	2	3	2		3	2	1	1													1	1	0.5	1	Korean_Seoul,South Korea	ko	ko	Text		5	TRUE	0	2	1	1	0	0	0	1	0	2	5	2.08333333333333
1	1	kr	ko	70	Korean	Seoul,South Korea	홍수	Socio-Scientific Issues	ko	8.8.2022	1	http://www.hrfco.go.kr/web/floodPage/floodClass.do	www.hrfco.go.kr	hrfco.go.kr	11.1.2023	1	1	1	1	2	3	2		3	2	7							1							2	1	0.5	1	Korean_Seoul,South Korea	ko	ko	Text		5	TRUE	0	2	1	1	0	0	1	0	0	2	5	1.41666666666667
1	1	mx	es	28	Spanish	Mexico City,Mexico City,Mexico	Energía	Canonical Scientific Issues	es	4.12.2022	1	https://icaen.gencat.cat/es/energia/que_es/	icaen.gencat.cat	gencat.cat	08.04.2023	1	1	1	1	2	3	2		3	2	1	1	0	0	0	0	0	0	0	0					2	1	0.5	2	Spanish_Mexico City,Mexico City,Mexico	es	es-mx	Text		5	TRUE	0	2	1	1	0	0	1	0	0	2	5	1.41666666666667
1	1	mx	es	54	Spanish	Mexico City,Mexico City,Mexico	Seguridad alimentaria	Socio-Scientific Issues	es	4.12.2022	2	https://www.gob.mx/firco/articulos/seguridad-alimentaria-y-nutricional	www.gob.mx	www.gob.mx	08.04.2023	1	1	3	1	2	3	2		3	2	7,9	0	0	0	0	0	0	1	0	1					2	2	1	1	Spanish_Mexico City,Mexico City,Mexico	es	es-mx	Text		5	TRUE	0	2	1	2	0	0	2	0	0	2	7	2
1	1	pt	pt-PT	5	Portuguese	Lisbon,Lisbon,Portugal	ambiente	Canonical Scientific Issues	pt	4.12.2022	2	https://siliamb.apambiente.pt/pages/public/login.xhtml	siliamb.apambiente.pt	apambiente.pt	24.2.2023	1	1	1	1	2	3	2		3	2	1	1	0	0	0	0	0	0	0	0					1	1	0.5	0	Portuguese_Lisbon,Lisbon,Portugal	pt	pt-pt	Text		5	TRUE	0	2	1	1	0	0	0	0	0	2	4	1.08333333333333
1	1	pt	pt-PT	65	Portuguese	Lisbon,Lisbon,Portugal	contaminação dos solos	Socio-Scientific Issues	pt	4.12.2022	2	https://apambiente.pt/avaliacao-e-gestao-ambiental/prevencao-da-contaminacao-e-remediacao-do-solo	apambiente.pt	apambiente.pt	24.2.2023	1	1	1	1	2	3	2		3	2	6	0	0	0	0	0	1	0	0	0					2	2	1	2	Portuguese_Lisbon,Lisbon,Portugal	pt	pt-pt	Text		5	TRUE	1	2	1	1	0	0	2	0	0	3	7	1.91666666666667
1	1	pt	pt-PT	70	Portuguese	Lisbon,Lisbon,Portugal	Inundação	Socio-Scientific Issues	pt	4.12.2022	6	https://apambiente.pt/prevencao-e-gestao-de-riscos/inundacoes	apambiente.pt	apambiente.pt	24.2.2023	1	1	1	1	2	3	2		3	2	7	0	0	0	0	0	0	1	0	0					2	2	1	2	Portuguese_Lisbon,Lisbon,Portugal	pt	pt-pt	Text		5	TRUE	0	2	1	1	0	0	2	0	0	2	6	1.75
1	1	pt	pt-PT	71	Portuguese	Lisbon,Lisbon,Portugal	seca	Socio-Scientific Issues	pt	4.12.2022	13	https://www.gpp.pt/index.php/monitorizacao-da-seca/impacto-da-seca	www.gpp.pt	gpp.pt	24.2.2023	1	1	1	1	2	3	2		3	1	5,8,9	0	0	0	0	1	0	0	1	1					2	2	1	2	Portuguese_Lisbon,Lisbon,Portugal	pt	pt-pt	Text		5	TRUE	1	1	1	3	0	0	2	0	0	2	8	2.25
1	1	pt	pt-PT	71	Portuguese	Lisbon,Lisbon,Portugal	seca	Socio-Scientific Issues	pt	4.12.2022	8	https://apambiente.pt/prevencao-e-gestao-de-riscos/secas	apambiente.pt	apambiente.pt	24.2.2023	1	1	1	1	2	3	1	2	2	2	6,9	0	0	0	0	0	1	0	0	1					2	2	1	2	Portuguese_Lisbon,Lisbon,Portugal	pt	pt-pt	Text		5	TRUE	1	1	1	2	0	0	2	0	0	2	7	2
1	1	ru	ru	77-B	Russian	Moscow,Moscow,Russia	Вакцины вызывают аутизм	Conspiracy Theories	ru	28.6.2022	8	https://www.health.gov.il/Russian/Subjects/pregnancy_and_birth/birth_and_baby/Vaccination_of_infants/Pages/No_conection_autism.aspx	www.health.gov.il	health.gov.il	02.10.2022	1	1	4	1	2		2		3		7, 9	0	0	0	0	0	0	1	0	1	3	3	3	3					Russian_Moscow,Moscow,Russia	ru	ru	Text		5	TRUE	0	1	1	2	0	4	0	1	4	1	5	2.16666666666667
1	1	tr	tr	5	Turkish	Ankara,Ankara,Turkey	Çevre	Canonical Scientific Issues	tr	4.12.2022	2	https://usak.csb.gov.tr/cevre-nedir-i-1670	usak.csb.gov.tr	csb.gov.tr	3.6.2023	1	1	1	1	2	3	2		3	2	1	1	0	0	0	0	0	0	0	0					2	1	0.5	2	Turkish_Ankara,Ankara,Turkey	tr	tr	Text		5	TRUE	0	2	1	1	0	0	1	0	0	2	5	1.41666666666667
1	1	tr	tr	65	Turkish	Ankara,Ankara,Turkey	Toprak Kirliliği	Socio-Scientific Issues	tr	4.12.2022	1	https://webdosya.csb.gov.tr/db/bolu/editordosya/TOPRAK.pdf	webdosya.csb.gov.tr	csb.gov.tr	3.6.2023	1	1	1	1	2	3	2		3	2	7	0	0	0	0	0	0	1	0	0					2	2	1	0	Turkish_Ankara,Ankara,Turkey	tr	tr	Text		5	TRUE	0	2	1	1	0	0	2	0	0	2	6	1.75
1	1	tr	tr	70	Turkish	Ankara,Ankara,Turkey	Sel	Socio-Scientific Issues	tr	4.12.2022	6	https://www.afad.gov.tr/afadem/sel	www.afad.gov.tr	afad.gov.tr	3.6.2023	1	1	4	1	2	3	2		3	2	1	1	0	0	0	0	0	0	0	0					2	1	0.5	0	Turkish_Ankara,Ankara,Turkey	tr	tr	Text		5	TRUE	0	2	1	1	0	0	1	1	0	2	6	2.41666666666667
1	1	tr	tr	71	Turkish	Ankara,Ankara,Turkey	Kuraklık	Socio-Scientific Issues	tr	4.12.2022	8	http://www.dortyol.gov.tr/kuraklik	www.dortyol.gov.tr	dortyol.gov.tr	16.5.2023	1	1	1	1	2	3	1	1	1	2	1	1	0	0	0	0	0	0	0	0					2	1	0.5	0	Turkish_Ankara,Ankara,Turkey	tr	tr	Text		5	TRUE	0	1	1	1	0	0	1	0	0	1	4	1.25
1	1	tr	tr	28	Turkish	Ankara,Ankara,Turkey	Enerji	Canonical Scientific Issues	tr	22.12.2022	8	https://www.epdk.gov.tr/	www.epdk.gov.tr	epdk.gov.tr	3.6.2023	1	1	4	1	2	2	2		3	2	7	0	0	0	0	0	0	1	0	0					2	2	1	2	Turkish_Ankara,Ankara,Turkey	tr	tr	Text		5	TRUE	0	2	2	1	0	0	2	1	0	2	8	3.25
1	1	tw	zh-TW	8	Taiwanese	Taipei City,Taiwan	污染	Canonical Scientific Issues	tw	28.7.2022	4	http://gdee.gd.gov.cn/hjjc4249/content/post_2348932.html	gdee.gd.gov.cn	gd.gov.cn	21.11.2022	1	1	2	1	2	3	2		3	2	2		1												2	1	0.5	1	Taiwanese_Taipei City,Taiwan	tw	zh-tw	Text		5	TRUE	0	2	1	1	0	0	1	0	0	2	5	1.41666666666667
1	1	tw	zh-TW	39	Taiwanese	Taipei City,Taiwan	核酸檢測	Novel Science and Technology Issues	tw	28.7.2022	1	https://covid19.sccgov.org/covid-19-testing-chinese	covid19.sccgov.org	sccgov.org	21.11.2022	1	1	1	1	2	3	2		3	2	6						1								2	2	1	0	Taiwanese_Taipei City,Taiwan	tw	zh-tw	Text		5	TRUE	1	2	1	1	0	0	2	0	0	3	7	1.91666666666667
1	1	tw	zh-TW	42	Taiwanese	Taipei City,Taiwan	mRNA疫苗	Novel Science and Technology Issues	tw	28.7.2022	2	https://www.fairfaxcounty.gov/covid19/sites/covid19/files/assets/documents/mrna-blog-final_chn.pdf	www.fairfaxcounty.gov	fairfaxcounty.gov	21.11.2022	1	1	1	1	2	3	1	1	1	1	6, 9						1			1					2	1	0.5	2	Taiwanese_Taipei City,Taiwan	tw	zh-tw	Text		5	TRUE	1	0	1	2	0	0	1	0	0	1	5	1.5
1	1	tw	zh-TW	42	Taiwanese	Taipei City,Taiwan	mRNA疫苗	Novel Science and Technology Issues	tw	28.7.2022	3	https://www.vdh.virginia.gov/content/uploads/sites/191/2021/01/VDH-Fact-Sheet_What-Is-An-mRNA-Vaccine_Chinese.pdf	www.vdh.virginia.gov	virginia.gov	21.11.2022	1	3	1	1	2	2	1	1	1	1	1	1													2	1	0.5	2	Taiwanese_Taipei City,Taiwan	tw	zh-tw	Text		5	TRUE	0	0	2	1	0	0	1	0	0	0	4	1.58333333333333
1	1	tw	zh-TW	46	Taiwanese	Taipei City,Taiwan	大腸桿菌	Novel Science and Technology Issues	tw	28.7.2022	5	https://www.chp.gov.hk/tc/healthtopics/content/24/23315.html	www.chp.gov.hk	chp.gov.hk	21.11.2022	1	1	3	1	2	3	2		3	2	7							1							2	1	0.5	0	Taiwanese_Taipei City,Taiwan	tw	zh-tw	Text		5	TRUE	0	2	1	1	0	0	1	0	0	2	5	1.41666666666667
1	1	tw	zh-TW	46	Taiwanese	Taipei City,Taiwan	大腸桿菌	Novel Science and Technology Issues	tw	28.7.2022	9	https://kingcounty.gov/depts/health/communicable-diseases/disease-control/stec/chinese.aspx	kingcounty.gov	kingcounty.gov	21.11.2022	1	1	3	1	2	3	1	2	2	2	7							1							2	1	0.5	2	Taiwanese_Taipei City,Taiwan	tw	zh-tw	Text		5	TRUE	0	1	1	1	0	0	1	0	0	1	4	1.25
1	1	tw	zh-TW	58	Taiwanese	Taipei City,Taiwan	再生能源	Socio-Scientific Issues	tw	28.7.2022	5	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=j0130032	law.moj.gov.tw	moj.gov.tw	21.11.2022	1	1	4	1	2	3	1	1	1	1	1	1													1	1	0.5	1	Taiwanese_Taipei City,Taiwan	tw	zh-tw	Text		5	TRUE	0	0	1	1	0	0	0	1	0	0	3	1.75
1	1	tw	zh-TW	65	Taiwanese	Taipei City,Taiwan	土染污染	Socio-Scientific Issues	tw	28.7.2022	10	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0110001	law.moj.gov.tw	moj.gov.tw	21.11.2022	1	1	3	1	2	3	1	1	1	1	1	1													1	1	0.5	1	Taiwanese_Taipei City,Taiwan	tw	zh-tw	Text		5	TRUE	0	0	1	1	0	0	0	0	0	0	2	0.75
1	1	tw	zh-TW	77-B	Taiwanese	Taipei City,Taiwan	疫苗自閉症	Conspiracy Theories	tw	28.7.2022	3	https://www.typc.mohw.gov.tw/?aid=509&pid=42&page_name=detail&iid=672	www.typc.mohw.gov.tw	mohw.gov.tw	31.8.2022	1	1	4	1	2		1	1	1		1	1	0	0	0	0	0	0	0	0	2	3	3	3					Taiwanese_Taipei City,Taiwan	tw	zh-tw	Text		5	TRUE	0	0	1	1	0	3	0	1	3	0	3	1.75
1	1	tw	zh-TW	66	Taiwanese	Taipei City,Taiwan	溫室氣體	Socio-Scientific Issues	tw	28.7.2022	10	https://www.iaea.org/zh/zhu-ti/jian-shao-wen-shi-qi-ti	www.iaea.org	iaea.org	21.11.2022	1	3	1	1	2	3	2		3	2	7							1							2	1	0.5	1	Taiwanese_Taipei City,Taiwan	tw	zh-tw	Text		5	TRUE	0	2	1	1	0	0	1	0	0	2	5	1.41666666666667
1	1	tz	sw	28	Swahili	Dodoma,Dodoma Region,Tanzania	Nishati	Canonical Scientific Issues	sw	4.12.2022	5	https://www.nishati.go.tz/pages/ministry-structure	www.nishati.go.tz	nishati.go.tz	12.7.2023	1	4	4	1	0	0	0		0	2	3,6	0	0	1	0	0	1	0	0	0					0	0	0	0	Swahili_Dodoma,Dodoma Region,Tanzania	sw	sw-tz	Text		5	TRUE	1	1	0	1	0	0	0	1	0	2	4	1.58333333333333
1	1	tz	sw	52	Swahili	Dodoma,Dodoma Region,Tanzania	Mabadiliko	Novel Science and Technology Issues	sw	4.12.2022	12	https://www.meteo.go.tz/uploads/weathers/forecast/sw/1649852535-Mwelekeo%20wa%20Mvua%20za%20Masika%202022.pdf	www.meteo.go.tz	meteo.go.tz	12.7.2023	1	1	4	1	2	3	2		3	2	1	1	0	0	0	0	0	0	0	0					2	2	1	2	Swahili_Dodoma,Dodoma Region,Tanzania	sw	sw-tz	Text		5	TRUE	0	2	1	1	0	0	2	1	0	2	7	2.75
1	1	tz	sw	68	Swahili	Dodoma,Dodoma Region,Tanzania	Maambukizi	Socio-Scientific Issues	sw	4.12.2022	7	https://nacp.go.tz/category/news/	nacp.go.tz	nacp.go.tz	12.7.2023	1	1	4	1	2	3	2		3	2	3,6,7	0	0	1	0	0	1	1	0	0					1	2	1	2	Swahili_Dodoma,Dodoma Region,Tanzania	sw	sw-tz	Text		5	TRUE	1	2	1	1	0	0	1	1	0	3	7	2.58333333333333
1	1	ua	uk	8	Ukrainian	Kyiv,Kyiv city,Ukraine	забруднення	Canonical Scientific Issues	uk	22.12.2022	3	https://kyivcity.gov.ua/news/u_kiyevi_stanom_na_ranok_21_grudnya_riven_zabrudnenosti_povitrya_nizkiy_radiatsiyniy_fon__u_normi/	kyivcity.gov.ua	kyivcity.gov.ua	13.4.2023	3	1	4	1	2	3	2		3	2	6/7/	0	0	0	0	0	1	1	0	0					2	2	1	1	Ukrainian_Kyiv,Kyiv city,Ukraine	uk	uk	Text		5	TRUE	1	2	1	1	0	0	3	1	0	3	9	3.25
1	1	ua	uk	8	Ukrainian	Kyiv,Kyiv city,Ukraine	забруднення	Canonical Scientific Issues	uk	22.12.2022	12	https://zakon.rada.gov.ua/rada/show/n0001285-93#Text	zakon.rada.gov.ua	rada.gov.ua	13.4.2023	1	1	2	1	2	3	1	2	2	1	7	0	0	0	0	0	0	1	0	0					2	2	1	2	Ukrainian_Kyiv,Kyiv city,Ukraine	uk	uk	Text		5	TRUE	0	0	1	1	0	0	2	0	0	0	4	1.41666666666667
1	1	ua	uk	8	Ukrainian	Kyiv,Kyiv city,Ukraine	забруднення	Canonical Scientific Issues	uk	22.12.2022	8	https://kyivcity.gov.ua/navkolyshnie_seredovyshche_mista/zabrudnennia_povitria/	kyivcity.gov.ua	kyivcity.gov.ua	13.4.2023	1	4	4	1	0	0	0		0	2	7	0	0	0	0	0	0	1	0	0					2	2	1	1	Ukrainian_Kyiv,Kyiv city,Ukraine	uk	uk	Text		5	TRUE	0	1	0	1	0	0	2	1	0	1	5	2.08333333333333
